Timestamp,Amplitude
1717692179.3986897,15.297058540778355
1717692179.4083273,13.601470508735444
1717692179.4193935,13.892443989449804
1717692179.4282992,14.0
1717692179.4386098,13.416407864998739
1717692179.4500155,12.206555615733702
1717692179.4581566,13.892443989449804
1717692179.468604,13.92838827718412
1717692179.4780216,13.038404810405298
1717692179.4896338,13.152946437965905
1717692179.498986,12.806248474865697
1717692179.509909,13.45362404707371
1717692179.5195105,12.083045973594572
1717692179.5289078,13.601470508735444
1717692179.5385234,13.0
1717692179.5488825,13.601470508735444
1717692179.5587158,13.45362404707371
1717692179.5733967,13.601470508735444
1717692179.5817933,13.92838827718412
1717692179.5914466,12.806248474865697
1717692179.6011798,13.0
1717692179.611215,14.0
1717692179.6239767,14.7648230602334
1717692179.634077,14.866068747318506
1717692179.6429517,12.806248474865697
1717692179.6553595,14.0
1717692179.666413,13.038404810405298
1717692179.6765018,12.649110640673518
1717692179.685298,12.36931687685298
1717692179.6964738,14.212670403551895
1717692179.707408,12.806248474865697
1717692179.7160146,13.152946437965905
1717692179.7268178,13.0
1717692179.7367373,13.892443989449804
1717692179.7517085,14.212670403551895
1717692179.7600887,14.317821063276353
1717692179.7690303,11.661903789690601
1717692179.7756429,13.892443989449804
1717692179.7871308,14.7648230602334
1717692179.8012383,13.038404810405298
1717692179.810144,14.317821063276353
1717692179.8203642,14.035668847618199
1717692179.829592,13.038404810405298
1717692179.8400848,14.142135623730951
1717692179.8551993,13.038404810405298
1717692179.863327,12.083045973594572
1717692179.8713546,14.422205101855956
1717692179.8800015,12.041594578792296
1717692179.8901653,13.341664064126334
1717692179.898824,12.041594578792296
1717692179.9086254,13.601470508735444
1717692179.9182146,13.0
1717692179.9304774,14.0
1717692179.9388864,14.560219778561036
1717692179.9482849,13.038404810405298
1717692179.9584336,12.806248474865697
1717692179.9740875,14.035668847618199
1717692179.98339,14.0
1717692179.9898274,12.36931687685298
1717692180.0002882,14.142135623730951
1717692180.008794,13.038404810405298
1717692180.0207477,14.317821063276353
1717692180.03226,12.36931687685298
1717692180.0408883,13.45362404707371
1717692180.050999,14.866068747318506
1717692180.060132,13.0
1717692180.0702622,14.035668847618199
1717692180.080919,13.92838827718412
1717692180.0904524,13.601470508735444
1717692180.1037776,12.727922061357855
1717692180.1135902,13.341664064126334
1717692180.121887,13.038404810405298
1717692180.1299863,12.165525060596439
1717692180.1414688,13.038404810405298
1717692180.1514204,13.0
1717692180.1644247,13.601470508735444
1717692180.1773622,14.212670403551895
1717692180.1928113,13.601470508735444
1717692180.2022746,13.601470508735444
1717692180.2123628,12.649110640673518
1717692180.2228217,13.416407864998739
1717692180.2327836,14.212670403551895
1717692180.2424824,13.892443989449804
1717692180.252502,11.180339887498949
1717692180.2642379,13.45362404707371
1717692180.2738364,13.416407864998739
1717692180.2848973,14.142135623730951
1717692180.294553,12.806248474865697
1717692180.3035355,12.041594578792296
1717692180.3134284,15.033296378372908
1717692180.323366,14.035668847618199
1717692180.3325658,13.45362404707371
1717692180.3438418,12.806248474865697
1717692180.3512404,13.152946437965905
1717692180.3591158,13.45362404707371
1717692180.3688586,13.892443989449804
1717692180.3833556,13.341664064126334
1717692180.3905356,13.152946437965905
1717692180.3983564,13.416407864998739
1717692180.4099793,13.601470508735444
1717692180.4187748,13.341664064126334
1717692180.4284604,13.038404810405298
1717692180.440167,13.0
1717692180.4483733,11.704699910719626
1717692180.4602356,12.727922061357855
1717692180.4748902,12.649110640673518
1717692180.4818351,13.601470508735444
1717692180.4921715,13.341664064126334
1717692180.4985626,12.806248474865697
1717692180.5081308,13.152946437965905
1717692180.518398,12.806248474865697
1717692180.5299044,12.041594578792296
1717692180.5402257,13.152946437965905
1717692180.550101,13.152946437965905
1717692180.5592668,12.0
1717692180.5722928,12.165525060596439
1717692180.5802553,12.041594578792296
1717692180.5896804,13.45362404707371
1717692180.5994973,11.313708498984761
1717692180.6102943,13.416407864998739
1717692180.620764,12.041594578792296
1717692180.629358,12.806248474865697
1717692180.6393948,11.704699910719626
1717692180.6491365,12.36931687685298
1717692180.6594448,12.206555615733702
1717692180.6760178,13.038404810405298
1717692180.6879852,13.152946437965905
1717692180.6928296,11.180339887498949
1717692180.7009861,13.152946437965905
1717692180.709901,12.041594578792296
1717692180.7193089,11.40175425099138
1717692180.73,13.152946437965905
1717692180.7390058,12.041594578792296
1717692180.7492344,12.165525060596439
1717692180.7614932,12.529964086141668
1717692180.7710948,13.601470508735444
1717692180.782507,12.206555615733702
1717692180.7905397,12.529964086141668
1717692180.8014827,13.038404810405298
1717692180.811947,13.152946437965905
1717692180.8206193,12.36931687685298
1717692180.829403,12.529964086141668
1717692180.8391206,11.180339887498949
1717692180.8509028,12.165525060596439
1717692180.858442,12.206555615733702
1717692180.8702593,13.152946437965905
1717692180.8795285,11.180339887498949
1717692180.8883343,14.035668847618199
1717692180.9013412,12.041594578792296
1717692180.9093614,11.313708498984761
1717692180.9179792,12.806248474865697
1717692180.9313743,13.0
1717692180.9386363,13.152946437965905
1717692180.9499552,11.40175425099138
1717692180.9585264,13.038404810405298
1717692180.9686224,12.36931687685298
1717692180.9821906,7.211102550927978
1717692180.989194,12.083045973594572
1717692180.9983926,12.529964086141668
1717692181.0083146,13.0
1717692181.0199914,12.0
1717692181.0283642,13.416407864998739
